mean_absolut_error,max_error,root_mean_squared_error,mean_squared_error,median_absolut_error
3.2116247160496583,14.610105975093127,4.351086699257249,18.93195546445334,2.789563603924857
3.501771011714132,13.2885228042744,4.536845664590746,20.582968584315843,3.5090885246857937
3.870631061227669,24.875411909567497,6.055815934324251,36.672906630415504,2.250360339412275
3.148885458005226,9.110260908913375,3.8741154827063,15.008770773344668,2.839279140424143
3.7267922811310235,26.945435519131866,5.918392537514963,35.02737022811281,2.27680511523716
3.3358248564068305,24.991135604255266,5.08270857086266,25.833926416320743,2.3547777714407374
3.2694501889870105,15.671778597402465,4.4496851877036185,19.79969826966899,2.7356467750237066
2.9100993924927065,16.40867930343009,4.296650928129931,18.461209198199793,2.139207747260599
3.610657487698929,12.399083991953528,4.5970599419483085,21.132960109865785,3.00371596550373
2.9771668378484906,17.634583596968135,4.454629175651523,19.843721092565772,1.9175928714788988
